Character;EXT;NEU;AGR;CON;OPN;Sentence
hermione;1;1;0;0;1; the philosopher's stone! 
hermione;0;1;1;0;1; of course! there are other things defending the stone, aren't there? 
hermione;1;1;1;0;1; spells and enchantments. 
hermione;1;1;0;0;1; is that...a dragon? 
hermione;1;1;0;0;1; is that bad? 
hermione;1;1;0;0;1; well, that's good, isn't it?  
hermione;1;1;1;0;1; he'll be with his own kind. 
hermione;1;1;1;0;1; harry! 
hermione;1;1;1;0;1; you mean, you-know-who's out there, right now, in the forest? 
hermione;1;1;1;0;1; hang on a minute. 
hermione;1;0;1;0;1; we're forgetting one thing.  
hermione;1;0;0;0;1; who's the one wizard voldemort always feared? 
hermione;1;1;0;0;1;  dumbledore!  
hermione;1;1;1;1;1; as long as dumbledore's around, you're safe.  
hermione;1;1;0;0;1; as long as dumbledore's around, you can't be touched.  
hermione;0;1;1;1;1;  i've always heard hogwarts' end of the year exams were frightful, but i found that rather enjoyable. 
hermione;1;1;1;0;1; it's happened before. 
hermione;1;1;0;0;1;  what is it? 
hermione;1;1;0;0;1;  and with dumbledore gone 
hermione;1;1;1;0;1; uh...we were just... 
hermione;1;1;1;0;1; now what do we do? 
hermione;1;1;1;0;1;  neville, i'm really, really sorry about this 
hermione;1;1;0;0;1;  petrificus totalus. 
hermione;1;1;1;0;1; sorry. 
hermione;1;1;0;0;1; ow! you stood on my foot! 
hermione;1;1;0;0;1; alohomora. 
hermione;0;1;0;0;1; the harp. it stopped playing. 
hermione;1;1;0;0;1; stop moving, both of you.  
hermione;1;1;0;0;1; this is devil's snare.  
hermione;0;1;0;1;1; you have to relax.  
hermione;0;1;0;0;1; if you don't, it will only kill you faster. 
hermione;0;1;0;1;1; just relax! 
hermione;1;1;0;1;1; do what i say. trust me.  
hermione;1;1;1;0;1; are you okay? 
hermione;0;1;0;1;1; he's not relaxing, is he? 
hermione;1;1;1;0;1; we've got to do something! 
hermione;1;1;1;0;1; uh! i remember reading something in herbology.  
hermione;0;1;0;0;1; um devil's snare, devil's scare,it's deadly fun...but will sulk in the sun!  
hermione;1;1;0;0;1; that's it! devil's snare hates sunlight! 
hermione;1;1;0;0;1; lumus solem! 
hermione;1;1;0;0;1; what is that? 
hermione;1;0;0;0;1; curious. i've never seen birds like these. 
hermione;1;1;0;0;1; what's this all about? 
hermione;0;1;0;0;1; ugh! what're we going to do?  
hermione;1;1;0;0;1; there must be 1000 keys up there! 
hermione;1;1;0;1;1; what's wrong, harry? 
hermione;1;0;0;0;1; i don't like this.  
hermione;1;0;0;0;1; i don't like this at all. 
hermione;1;1;1;0;1; now what do we do? 
hermione;1;1;0;0;1; what happens now? 
hermione;1;1;0;0;1; ron, you don't suppose this is going to be like...real wizard's chess, do you? 
hermione;1;1;0;0;1;  what is it? 
hermione;1;1;0;0;1; no, ron, you can't! 
hermione;1;1;0;0;1; there must be another way! 
hermione;1;1;1;0;1; you'll be okay, harry.  
hermione;1;1;0;0;1; you're a great wizard, you really are. 
hermione;1;1;0;0;1; me? books and cleverness?  
hermione;1;1;0;0;1; there are more important things.  
hermione;1;1;0;0;1; friendship, and bravery.  
hermione;1;1;1;1;1; and harry, just be careful. 
hermione;1;1;0;0;1; never better. 
hermione;1;1;1;0;1; we're tied with slytherin! 
hermione;1;1;1;0;1; come on, harry. 
hermione;0;1;0;0;1; feels strange to be going home, doesn't it? 
hermione;1;1;1;1;1; harry. hagrid. 
hermione;1;0;1;0;1; it's so good to see you. 
hermione;1;1;1;1;1; what did you do to your glasses? 
hermione;1;1;0;0;1; oculus reparo. 
hermione;0;1;1;1;1; okay, bye. 
hermione;1;1;1;1;1; come on, everyone's been so worried. 
hermione;1;0;1;0;1; fear of a name only increases fear of the thing itself. 
hermione;1;1;0;1;1; mandrake, or mandragora is used to return those who have been petrified to their original state. 
hermione;1;1;1;1;1; it's also quite dangerous.  
hermione;1;1;0;0;1; the mandrake's cry is fatal to anyone who hears it. 
hermione;1;1;1;0;1; get off me! 
hermione;1;1;0;0;1; immobulus! 
hermione;1;1;1;1;1; at least no one on the gryffindor team had to buy their way in. 
hermione;1;1;0;0;1; they got in on pure talent. 
hermione;1;1;1;0;1; you okay, ron? 
hermione;1;1;0;0;1; say something. 
hermione;1;1;0;0;1; he called me a mudblood. 
hermione;1;1;1;0;1;" it means ""dirty blood. "
hermione;0;1;1;0;1; mudblood's a foul name for someone who's muggle-born. 
hermione;1;1;1;0;1; someone with non-magic parents. 
hermione;1;1;0;0;1; someone like me. 
hermione;1;1;0;0;1; it's not a term one usually hears in civilized conversation. 
hermione;1;1;1;0;1; harry! 
hermione;0;1;1;1;1; voice? what voice? 
hermione;1;0;0;1;1; harry, wait! not so fast! 
hermione;1;1;0;0;1;" the chamber of secrets has been opened. 
enemies of the heir, beware. "
hermione;1;1;0;0;1; enemies of the heir, beware. 
hermione;1;1;0;0;1; it's written in blood. 
hermione;1;0;0;1;1; that's why ron and i went looking for him, professor. 
hermione;1;1;0;1;1; we'd just found him when he said... 
hermione;1;1;0;0;1; it's a bit strange, isn't it? 
hermione;0;0;1;0;1; you hear this voice, a voice only you can hear... 
hermione;1;0;0;0;1; and then mrs. norris turns up petrified. it's just strange. 
hermione;1;1;1;0;1; no, harry. even in the wizarding world, hearing voices isn't a good sign. 
hermione;1;1;1;0;1; professor i was wondering if you could tell us about the chamber of secrets. 
hermione;1;1;0;0;1; muggle-borns. 
hermione;1;1;1;1;1; professor? what exactly does legend tell us lies within the chamber? 
hermione;1;1;1;1;1; yes. couldn't you tell?  
hermione;1;1;1;0;1; mcgonagall's worried.  
hermione;1;1;0;1;1; all the teachers are. 
hermione;1;1;0;0;1; the heir of slytherin has returned to hogwarts.  
hermione;1;1;0;0;1; the question is, who is it? 
hermione;1;1;0;0;1; if you're talking about malfoy... 
hermione;0;1;0;0;1; i heard him. 
hermione;1;1;0;0;1; but malfoy, the heir of slytherin? 
hermione;1;1;0;0;1; even they aren't that thick. 
hermione;1;1;1;0;1; but there might be another way. 
hermione;1;1;1;0;1; mind you, it would be difficult. 
hermione;1;1;0;0;1; not to mention we'd be breaking about 50 school rules... 
hermione;1;1;1;1;1; and it'll be dangerous. 
hermione;1;1;1;1;1; very dangerous. 
hermione;1;1;0;0;1; here it is. 
hermione;1;1;0;0;1; the polyjuice potion. 
hermione;1;1;0;1;1; properly brewed, the polyjuice potion allows the drinker to transform himself temporarily into the physical form of another. 
hermione;1;1;0;0;1; yes  
hermione;1;1;0;0;1; exactly. 
hermione;1;1;1;0;1; but it's tricky.  
hermione;1;1;0;1;1; i've never seen a more complicated potion. 
hermione;1;1;0;0;1; a month. 
hermione;1;1;0;0;1; i know. 
hermione;0;0;1;0;1; but it's the only plan we've got. 
hermione;0;1;1;0;1; no! even with a proper wand, it's too risky. 
hermione;1;1;1;1;1; you could hit harry. 
hermione;1;1;1;0;1; let's go. 
hermione;1;1;0;0;1; finite incantatem! 
hermione;1;1;1;0;1; are you okay? 
hermione;1;1;1;1;1; you will be able to, won't you? 
hermione;1;1;0;0;1; again? you mean the chamber of secrets has been opened before? 
hermione;1;1;1;0;1; maybe. 
hermione;1;1;1;1;1; we'll have to wait for the polyjuice potion to know for sure. 
hermione;1;1;0;1;1; no. no one ever comes in here. 
hermione;1;1;0;0;1; moaning myrtle. 
hermione;1;1;0;0;1; moaning myrtle. 
hermione;1;1;1;0;1; she's a little sensitive. 
hermione;1;1;0;0;1; do you think he's all right? 
hermione;1;1;1;0;1; you can talk to snakes. 
hermione;1;1;0;0;1; no, they can't. 
hermione;1;1;1;0;1; it's not a very common gift, harry. 
hermione;1;1;0;0;1; this is bad. 
hermione;0;1;1;0;1; i don't know, but it sounded like you were egging the snake on or something. 
hermione;0;1;0;0;1; harry, listen to me. 
hermione;0;1;0;0;1; there's a reason the symbol of slytherin house is a serpent. 
hermione;1;1;0;0;1; salazar slytherin was a parselmouth. 
hermione;1;1;1;1;1; he could talk to snakes too. 
hermione;1;0;1;0;1; he lived a thousand years ago. 
hermione;1;1;0;0;1; for all we know, you could be. 
hermione;1;1;0;0;1; everything's set.  
hermione;1;1;1;0;1; we just need a bit of who you're changing into. 
hermione;1;1;1;1;1; we also need to make sure that the real crabbe and goyle can't burst in on us while we're interrogating malfoy. 
hermione;0;1;1;1;1; i've got it all worked out. 
hermione;0;1;0;1;1; i filled these with a simple sleeping draught. 
hermione;0;1;0;1;1; simple, but powerful. 
hermione;0;1;0;0;1; now, once they're asleep hide them in the broomstick cupboard and pull out a few of their hairs and put on their uniforms. 
hermione;1;1;1;0;1; i've already got mine. 
hermione;1;1;0;0;1; millicent bulstrode. slytherin. 
hermione;1;1;0;0;1; i got this off her robes. 
hermione;1;1;1;0;1; i'm going to go check on the polyjuice potion. 
hermione;1;0;0;0;1; make sure that crabbe and goyle find these. 
hermione;0;1;1;0;1; we'll have exactly one hour before we change back into ourselves. 
hermione;1;1;0;0;1; add the hairs. 
hermione;1;1;1;0;1; cheers. 
hermione;1;1;1;0;1; me too. 
hermione;1;1;1;0;1; i...i don't think i'm going. 
hermione;1;1;1;0;1; you go on without me. 
hermione;1;1;0;0;1; just go. you're wasting time. 
hermione;1;1;0;0;1; go away. 
hermione;1;1;0;0;1; do you remember me telling you that the polyjuice potion was only for human transformations? 
hermione;0;1;0;0;1; it was cat hair i plucked off millicent bulstrode's robes. 
hermione;1;0;1;1;1; look at my face. 
hermione;1;1;0;0;1; it can't be hagrid. 
hermione;1;1;1;0;1; it just can't be. 
hermione;1;1;1;0;1; look, hagrid's our friend.  
hermione;1;1;0;0;1; why don't we just go and ask him about it? 
hermione;1;1;1;0;1; it had to be a gryffindor. 
hermione;0;1;0;0;1; nobody else knows our password. 
hermione;1;1;0;1;1; unless it wasn't a student. 
hermione;1;1;0;0;1; thanks, sir nicholas. 
hermione;1;1;1;0;1; it's good to be back. 
hermione;1;1;0;0;1; congratulations. 
hermione;1;1;1;0;1; i can't believe you solved it. 
hermione;1;1;0;0;1; thanks. 
hermione;1;1;0;0;1; oh, no. 
hermione;1;1;0;0;1; it's a cat, ronald. 
hermione;1;1;0;1;1; what do you expect? 
hermione;1;1;0;0;1; it's in his nature. 
hermione;0;1;1;1;1; that's rich coming from the owner of that smelly old shoe brush. 
hermione;1;1;1;0;1; crookshanks, just ignore the mean little boy. 
hermione;1;1;1;0;1; harry. 
hermione;0;1;1;0;1; egyptians used to worship cats. 
hermione;1;1;1;0;1; good morning, mr. weasley. 
hermione;1;1;1;1;1; honestly, ron, it's not funny. 
hermione;1;1;1;1;1; harry was lucky not to be expelled. 
hermione;1;1;1;0;1; come on. everywhere else is full 
hermione;1;1;1;1;1; professor r.j. lupin. 
hermione;1;1;0;0;1; it's on his suitcase, ronald. 
hermione;1;1;0;0;1; seems to be. why? 
hermione;1;1;1;1;1; but they'll catch black, won't they? 
hermione;1;1;0;1;1; i mean, everyone's looking for him. 
hermione;1;1;0;0;1; why are we stopping? 
hermione;1;1;1;0;1; we can't be there yet. 
hermione;1;1;0;0;1; ouch, ron. that was my foot. 
hermione;1;1;1;0;1; harry. 
hermione;1;1;1;0;1; harry, are you all right? 
hermione;1;1;1;0;1; no one was screaming, harry. 
hermione;1;1;1;1;1; of course. that's why he knew to give you the chocolate, harry. 
hermione;1;1;0;0;1; just forget it. 
hermione;1;1;1;0;1; that's awful. 
hermione;1;1;0;0;1; what a load of rubbish. 
hermione;1;1;0;0;1; me? 
hermione;1;1;1;0;1; i've been here all this time. 
hermione;1;1;1;0;1; oh, honestly, ron. if you ask me, divination's a woolly discipline. 
hermione;0;1;0;0;1; now, ancient runes, that's a fascinating subject. 
hermione;0;1;0;0;1; a fair few. 
hermione;1;1;1;0;1; don't be silly. how could anyone be in two classes at once? 
hermione;1;0;1;1;1; broaden your minds. use your inner eye to see the future. 
hermione;1;1;1;0;1; i think they're funny. 
hermione;1;1;1;0;1; just ignore him. 
hermione;1;1;1;0;1; tah- tah- tah- dah! isn't he beautiful? 
hermione;1;1;0;1;1; say hello to buckbeak. 
hermione;1;1;0;1;1; that was wicked, harry! 
hermione;1;1;1;1;1; hagrid! he has to be taken to the hospital. 
hermione;0;1;1;0;1; i hear draco's father's furious. 
hermione;0;1;1;1;1; we haven't heard the end of this. 
hermione;1;1;0;0;1; dufftown? that's not far from here. 
hermione;1;1;0;0;1; no one knows. 
hermione;1;1;0;0;1; boggarts are shape-shifters. 
hermione;0;1;0;0;1; they take the shape of whatever a person fears the most. 
hermione;1;1;1;0;1; that's what makes them so... 
hermione;1;1;1;0;1; it's not funny, ron. 
hermione;1;1;0;1;1; sir, we just learned about red caps and hinkypunks. 
hermione;0;1;1;0;1; we're not meant to start that for weeks. 
hermione;1;1;0;0;1; please, sir. 
hermione;1;1;0;0;1; an animagus is a wizard who elects to turn into an animal. 
hermione;1;1;1;0;1; a werewolf has no choice. 
hermione;1;1;0;0;1; with each full moon he no longer remembers who he is. 
hermione;1;1;0;0;1; he'd kill his best friend. 
hermione;1;1;1;0;1; furthermore, the werewolf only responds to the call of its own kind. 
hermione;1;1;1;1;1; go, harry! go, harry! 
hermione;1;1;1;0;1; how are you feeling? 
hermione;1;1;0;1;1; no one blames you, harry. 
hermione;1;1;1;0;1; dementors aren't supposed to be on the grounds. dumbledore's furious. 
hermione;0;1;0;1;1; after he saved you, he sent them off. 
hermione;0;1;0;0;1; it's meant to be the most haunted building in britain. did i mention that? 
hermione;0;1;0;0;1; do you want to move a bit closer? 
hermione;1;1;0;0;1; to the shrieking shack? 
hermione;1;1;0;0;1; hope you don't mean yourself. 
hermione;1;1;1;0;1; harry! 
hermione;1;1;1;0;1; he won't keep it. he'll turn it over to professor mcgonagall. aren't you? 
hermione;1;1;1;1;1; look who it is. madam rosmerta. 
hermione;1;1;1;1;1; ron fancies her. 
hermione;1;1;1;0;1; harry! 
hermione;1;1;1;0;1; so rude. 
hermione;1;1;1;1;1; ron, look! 
hermione;1;1;0;1;1; sorry. sorry. excuse me, excuse me. 
hermione;1;1;1;0;1; harry, what happened? 
hermione;1;1;1;0;1; beautiful day. 
hermione;1;1;0;0;1; ronald has lost his rat. 
hermione;1;1;1;0;1; rubbish. 
hermione;1;1;0;0;1; well, maybe you should learn to take better care of your pets! 
hermione;1;1;1;0;1; did not. 
hermione;1;1;0;0;1; didn't. 
hermione;1;1;1;0;1; how did it go, hagrid? the hearing? 
hermione;1;1;0;0;1; and then? 
hermione;1;1;1;1;1; do you mind me trying? 
hermione;1;1;0;0;1; the grim, possibly. 
hermione;1;1;1;0;1; i can't believe they're going to kill buckbeak. it's just too horrible. 
hermione;1;1;0;0;1; you! you foul, loathsome, evil little cockroach! 
hermione;1;1;1;0;1; that felt good. 
hermione;1;1;1;0;1; we'll stay with you too. 
hermione;1;1;1;0;1; i think you owe someone an apology. 
hermione;1;1;1;0;1; i meant me! 
hermione;1;1;0;0;1; i thought i just saw...never mind. 
hermione;1;1;1;0;1; ron. ron! 
hermione;1;1;0;0;1; harry, you do realize what tree this is? 
hermione;1;1;1;0;1; ron!! 
hermione;1;1;1;0;1; ron! 
hermione;1;1;1;0;1; duck! 
hermione;1;1;1;0;1; harry! 
hermione;1;1;1;0;1; oh, i'm sorry. 
hermione;1;1;1;0;1; where do you suppose this goes? 
hermione;1;1;1;0;1; we're in the shrieking shack, aren't we? 
hermione;1;1;1;0;1; ron. you're okay. 
hermione;1;1;0;0;1; if you want to kill harry, you have to kill us too! 
hermione;1;1;1;0;1; no! i trusted you! 
hermione;1;0;0;0;1; and all this time, you've been his friend. 
hermione;1;1;0;0;1; he's a werewolf! 
hermione;0;1;1;0;1; that's why he's been missing classes. 
hermione;1;1;1;1;1; since professor snape set the essay. 
hermione;1;1;1;0;1; you attacked a teacher! 
hermione;1;1;0;0;1; you go, i'll stay. 
hermione;1;1;0;1;1; that looks really painful. 
hermione;1;1;0;0;1; i'm sure madam pomfrey will fix it in a heartbeat. 
hermione;1;1;1;0;1; harry! 
hermione;1;1;1;0;1; harry! 
hermione;1;1;0;1;1; wait. wait. 
hermione;1;1;1;1;1; professor? professor lupin? 
hermione;1;1;1;0;1; harry? 
hermione;1;1;0;0;1; what? 
hermione;0;1;1;0;1; listen harry, they've captured sirius. 
hermione;0;1;0;1;1; any minute the dementors are gonna perform the kiss. 
hermione;1;1;0;0;1; no. it's worse. 
hermione;1;1;0;0;1; much worse. 
hermione;1;1;1;0;1; they're going to suck out his soul. 
hermione;1;1;0;0;1; headmaster, you've got to stop them. 
hermione;1;1;0;0;1; they've got the wrong man. 
hermione;1;1;0;0;1; the point is, we know the truth. 
hermione;1;1;1;0;1; please believe us. 
hermione;1;1;0;0;1; sorry, ron, but seeing as you can't walk... 
hermione;1;1;1;0;1; 07:30. where were we at 7:30? 
hermione;1;1;1;0;1; come on. and we can't be seen. 
hermione;1;1;1;0;1; you! you foul, loathsome,evil little cockroach! 
hermione;1;1;1;0;1; this is a time-turner, harry. 
hermione;1;1;0;1;1; mcgonagall gave it to me first term. 
hermione;1;1;1;0;1; this is how i've been getting to my lessons all year. 
hermione;1;1;0;0;1; yes. 
hermione;1;1;0;0;1; dumbledore obviously wanted us to return to this moment. 
hermione;1;1;0;1;1; clearly, something happened he wants us to change. 
hermione;1;1;0;0;1; thanks. 
hermione;1;1;1;0;1; malfoy's coming. 
hermione;1;1;1;0;1; that felt good. 
hermione;1;1;1;0;1; of course. 
hermione;1;1;0;0;1; remember what dumbledore said? 
hermione;1;1;0;0;1; if we succeed, more than one innocent life could be spared. 
hermione;1;1;1;0;1; let's go. 
hermione;1;1;0;0;1; fudge has to see buckbeak before we steal him. 
hermione;1;1;0;0;1; otherwise, he'll think hagrid set him free. 
hermione;1;1;1;0;1; harry, you can't. 
hermione;1;1;0;0;1; yes, and you must! 
hermione;1;1;1;1;1; harry, you're in hagrid's hut now. 
hermione;1;1;0;0;1; if you go bursting in, you'll think you've gone mad. 
hermione;1;1;1;0;1; awful things happen to wizards who meddle with time harry. 
hermione;1;1;1;0;1; we can't be seen. 
hermione;1;1;1;1;1; fudge is coming. 
hermione;1;1;0;0;1; and we aren't leaving? 
hermione;1;1;0;0;1; why aren't we leaving? 
hermione;1;1;1;0;1; sorry. 
hermione;1;1;1;0;1; we're coming out the back door. go! 
hermione;0;0;0;0;1; is that really what my hair looks like from the back? 
hermione;1;1;0;0;1; i thought i just saw… never mind. 
hermione;1;1;1;0;1; okay, go, harry. go! 
hermione;1;1;0;1;1; keep trying. come on. quickly. 
hermione;1;1;1;0;1; come on. come on, buckbeak. 
hermione;1;1;0;1;1; come and get the nice dead ferret. 
hermione;1;1;1;0;1; come on. it's here. come on, beaky. 
hermione;1;1;1;0;1; come on, buckbeak. come on. 
hermione;1;1;0;0;1; buckbeak. 
hermione;1;1;1;0;1; come on. 
hermione;1;1;0;0;1; we save sirius. 
hermione;1;1;0;0;1; no idea. 
hermione;1;1;1;1;1; look. it's lupin. 
hermione;1;1;1;0;1; and snape's coming. 
hermione;1;1;0;0;1; and now we wait. 
hermione;1;1;1;1;1; at least someone's enjoying himself. 
hermione;1;1;0;0;1; yeah? 
hermione;1;1;1;0;1; with a patronus. 
hermione;0;1;0;0;1; i heard snape telling dumbledore. 
hermione;1;1;0;0;1; according to him only a really powerful wizard could have conjured it. 
hermione;1;1;1;1;1; harry, but your dad's... 
hermione;1;1;0;0;1; here we come. 
hermione;1;1;1;0;1; that's great. 
hermione;1;1;1;0;1; harry! 
hermione;1;1;0;0;1; saving your life. 
hermione;1;1;0;0;1; yeah, i didn't think about that. run! 
hermione;1;1;1;0;1; that was so scary. 
hermione;1;1;0;0;1; this is horrible. 
hermione;0;1;0;0;1; harry, listen to me. 
hermione;1;1;0;0;1; no one's coming. 
hermione;1;1;1;0;1; you're dying both of you. 
hermione;1;1;1;0;1; harry! 
hermione;1;0;0;0;1; no. but i don't like flying...! 
hermione;1;1;0;0;1; bombarda! 
hermione;1;1;1;0;1; we have to go. 
hermione;1;1;0;0;1; what's he talking about, harry? 
hermione;1;1;0;0;1; this came with it. 
hermione;1;1;0;1;1; how fast is it, harry?
neville;1;1;1;0;1;trevor! sorry. 
neville;1;1;1;0;1; that picture's moving. 
neville;1;1;0;0;1; the only problem is, i can't remember what i've forgotten. 
neville;1;1;1;0;1; down, down! 
neville;1;1;1;0;1; parvati patil said that she wouldn't come out of the girl's bathroom.  
neville;1;1;0;0;1; she said that she'd been in there all afternoon...crying. 
neville;1;1;0;0;1; how? i can barely stand at all! 
neville;1;1;0;0;1; no, that's all i need! 
neville;1;1;0;0;1; you to set my bloody kneecups on fire! 
neville;1;1;0;0;1; hey! wait! where are you going? 
neville;1;1;0;0;1; what about the countercurse? 
neville;0;1;0;0;1; neither should you.  
neville;1;1;1;0;1; you're sneaking out again, arent you? 
neville;1;0;0;0;1; no! i won't let you! 
neville;1;1;1;0;1;  you'll get gryffindor in trouble again! 
neville;1;1;1;0;1;  i-i'll fight you. 
neville;1;1;1;0;1; go on, ron.  
neville;0;1;1;0;1; i ignored one from my gran once.  
neville;1;1;0;0;1; it was horrible. 
neville;1;1;1;0;1; please, get me down! 
neville;1;1;0;0;1; why is it always me? 
neville;1;1;1;0;1; harry, i don't know who did it, but you'd better come. 
neville;1;1;1;0;1; come on! 
neville;1;1;1;1;1; harry. it's hermione. 
neville;1;1;0;0;1; i think so. 
neville;1;1;1;0;1; i'm okay. okay. 
neville;1;1;0;0;1; yeah. 
neville;1;1;0;0;1; you don't think he'd come to hogwarts, do you? 
neville;1;1;1;0;1; professor snape. 
neville;1;1;1;0;1; professor snape. 
neville;0;1;0;0;1; yes. i don't want it to turn into her, either. 
neville;1;1;0;0;1; she carries a red handbag... 
neville;1;1;0;0;1; riddikulus! 
neville;1;1;0;0;1; hey. 
neville;1;1;1;0;1; harry. 
neville;1;1;0;0;1; wherever did you get it?
malfoy;1;1;1;0;1;it's true then, what they're saying on the train. 
malfoy;1;1;1;1;1; harry potter has come to hogwarts. 
malfoy;1;1;0;0;1; this is crabbe, and goyle. 
malfoy;1;1;0;0;1; and i'm malfoy. 
malfoy;1;1;0;0;1; draco malfoy. 
malfoy;1;1;1;0;1; think my name's funny, do you? 
malfoy;1;1;0;0;1; i've no need to ask yours. 
malfoy;1;1;0;0;1; red hair and a hand-me-down robe? 
malfoy;1;1;0;0;1; you must be a weasley. 
malfoy;1;1;1;1;1; we'll soon find out that some wizarding families are better than others, potter. 
malfoy;1;1;1;0;1; you don't want to go making friends with the wrong sort. 
malfoy;1;1;1;0;1; i can help you there. 
malfoy;1;1;0;0;1; up. 
malfoy;1;0;1;0;1; did you see his face? 
malfoy;1;1;0;0;1; maybe if the fat lump had given this a squeeze, he'd have remembered to fall on his fat arse. 
malfoy;1;1;0;0;1; no. i think i'll leave it somewhere for longbottom to find. 
malfoy;1;1;0;1;1; how about on the roof? 
malfoy;1;1;0;1;1; what's the matter, potter? 
malfoy;1;1;0;0;1; bit beyond your reach? 
malfoy;1;1;0;0;1; is that so? 
malfoy;1;1;0;0;1; have it your way, then. 
malfoy;1;1;0;1;1; excuse me, professor.  
malfoy;0;1;0;0;1; perhaps i heard you wrong.  
malfoy;1;1;1;0;1;" i thought you said...""the four of us."" "
malfoy;1;1;0;0;1; the forest? i thought that was a joke!  
malfoy;1;1;1;0;1; we can't go in there.  
malfoy;1;0;1;0;1; students aren't allowed. 
malfoy;1;1;1;0;1;  and there are...werewolves! 
malfoy;1;1;1;0;1; okay. then i get fang! 
malfoy;1;1;1;0;1; you wait till my father hears about this.  
malfoy;1;1;0;0;1; this is servant's stuff. 
malfoy;0;1;0;1;1; scared, potter?!  
malfoy;1;1;1;0;1; did you hear that?  
malfoy;1;1;1;0;1; come on, fang.  scared. 
malfoy;1;1;1;0;1; ahhhhhhhhh!!! ahhh! help!!!!! 
malfoy;1;1;1;1;1; nice one, mate! 
whispers;1;1;1;1;1;harry potter?
sorting hat;0;0;0;0;1;ah, right then... hmm... right. 
sorting hat;1;1;1;0;1; okay. gryffindor! 
sorting hat;1;1;0;0;1; slytherin! 
sorting hat;1;1;1;0;1; let's see i know! hufflepuff! 
sorting hat;1;1;1;0;1; another weasley! 
sorting hat;1;1;1;0;1; i know just what to do with you. 
sorting hat;1;1;1;0;1; gryffindor! 
sorting hat;0;1;1;0;1; hmm... difficult, very difficult. 
sorting hat;0;1;1;0;1; plenty of courage, i see. 
sorting hat;1;1;1;0;1; not a bad mind, either. 
sorting hat;1;1;0;0;1; there's talent, oh, yes. 
sorting hat;1;1;0;0;1; and a thirst to prove yourself. 
sorting hat;1;1;1;0;1; but where to put you? 
sorting hat;0;1;0;0;1; not slytherin, eh? are you sure? 
sorting hat;1;1;1;0;1; you could be great, you know. 
sorting hat;1;1;0;0;1; it's all here, in your head. 
sorting hat;1;1;0;0;1; and slytherin will help you on the way to greatnesses, no doubt about that. 
sorting hat;1;1;0;1;1; no? well, if you're sure. 
sorting hat;1;1;0;0;1; better be...gryffindor! 
sorting hat;1;1;1;1;1; bee in your bonnet, potter? 
sorting hat;0;1;1;0;1; yes. you were particularly difficult to place. 
sorting hat;1;1;0;0;1; but i stand by what i said last year. 
sorting hat;1;1;0;0;1; you would have done well in slytherin.
seamus;1;1;1;0;1;i'm half and half. 
seamus;0;1;1;0;1; my dad's a muggle. mum's a witch. 
seamus;1;1;1;1;1; bit of a nasty shock for him when he found out. 
seamus;0;1;1;1;1; eye of rabbit, harp string hum 
seamus;1;1;0;0;1; turn this water into rum. 
seamus;0;1;1;0;1; eye of rabbit... 
seamus;1;1;0;0;1; wingard levosa. wingardly lev...  
seamus;1;1;0;0;1; i'll do the countercurse! 
seamus;1;1;0;0;1; i don't appreciate the insinuation, longbottom. 
seamus;1;1;0;0;1; besides, if anyone cared to notice my eyebrows have completely grown back! 
seamus;0;1;0;0;1; yeah! we won!! 
seamus;1;1;0;0;1; no, ma'am, he's just fainted. 
seamus;1;1;0;0;1; heads up, everyone.  
seamus;1;1;1;1;1; weasley's gotten himself a howler. 
seamus;1;1;1;0;1; cornish pixies? 
seamus;1;1;1;0;1; fortuna major. 
seamus;1;1;0;0;1; here, listen. 
seamus;1;1;0;0;1; she just won't let me in. 
seamus;1;1;0;0;1; exactly. 
seamus;1;1;0;0;1; hey, man. 
seamus;1;1;1;1;1; ron, catch. 
seamus;1;1;0;0;1; i think we have a winner. 
seamus;1;1;0;0;1; oh, no. 
seamus;1;1;0;1;1; the grin? what's the grin? 
seamus;1;1;0;0;1; he's been sighted! 
seamus;1;1;0;0;1; sirius black! 
seamus;1;1;0;0;1; dementors? 
seamus;1;1;1;0;1; he slipped past them once. 
seamus;1;0;1;0;1; who's to say he won't do it again? 
seamus;1;1;1;0;1; can i have a go, harry? 
seamus;1;1;1;0;1; after you, of course.
percy;1;1;0;0;1;oh, thats professor snape, head of slytherin house. 
percy;1;1;0;0;1; potions. 
percy;1;1;1;0;1; but everyone knows, its the dark arts he fancies. 
percy;1;0;0;0;1; he's been after quirrell's job for years. 
percy;1;1;0;1;1; hello, sir nicholas. 
percy;1;1;1;0;1; have a nice summer? 
percy;1;1;0;0;1; gryffindors, follow me please. 
percy;1;1;0;0;1; keep up. thank you. 
percy;1;1;1;1;1; this is the most direct path to the dormitories. 
percy;0;1;0;0;1; oh, and keep an eye on the staircases. 
percy;1;0;0;0;1; they like to change. 
percy;1;1;0;0;1; keep up, please, and follow me. 
percy;1;1;1;1;1; quickly now, come on. come on. 
percy;1;1;0;0;1; caput draconis. 
percy;1;1;0;1;1; follow me, everyone. keep up. 
percy;1;1;1;1;1; quickly, come on. 
percy;1;1;0;0;1; gather around here. 
percy;1;1;1;0;1; welcome to the gryffindor common room. 
percy;1;1;1;0;1; boys' dormitory is upstairs and down to your left. 
percy;1;1;0;0;1; girls, the same on your right. 
percy;1;1;0;1;1; you'll find that your belongings have already been brought up. 
